DATE,TITLE,VOTER_NAME
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
09/05/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
06/13/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Rickey D.  Callahan
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Omar Narvaez
05/23/2018,Councilmember,Kevin Felder
05/23/2018,Councilmember,Tennell Atkins
05/23/2018,Councilmember,Mark  Clayton
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
05/23/2018,Councilmember,Philip T.  Kingston
05/23/2018,Mayor,Michael S. Rawlings
05/23/2018,Deputy Mayor Pro Tem,Adam Medrano
05/23/2018,Councilmember,"Casey Thomas
05/23/2018,Mayor Pro Tem,Dwaine R. Caraway
05/23/2018,Councilmember,Scott  Griggs
05/23/2018,Councilmember,B. Adam  McGough
05/23/2018,Councilmember,Lee M. Kleinman
05/23/2018,Councilmember,Sandy  Greyson
05/23/2018,Councilmember,Jennifer S.  Gates
